Bin Start
001, 2008-11-27 22:56:00, 1,56,1,600,600,1,0,0,56,0,0,0,0, Video OK
002, 2008-11-27 22:56:00, 4,74,1,45,48,4,0,0,74,0,0,0,0, Video OK
003, 2008-11-27 22:56:00, 3,71,3,146,147,3,0,0,71,0,0,0,0, Video OK
004, 2008-11-27 22:56:00, 3,74,4,114,114,3,0,0,74,0,0,0,0, Video OK
001, 2008-11-27 22:57:00, 2,80,2,71,74,1,1,0,76,85,0,0,0, Video OK
002, 2008-11-27 22:57:00, 5,81,2,179,181,5,0,0,81,0,0,0,0, Video OK
003, 2008-11-27 22:57:00, 3,80,3,46,50,3,0,0,80,0,0,0,0, Video OK
004, 2008-11-27 22:57:00, 5,79,3,59,62,5,0,0,79,0,0,0,0, Video OK
001, 2008-11-27 22:58:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
002, 2008-11-27 22:58:00, 3,72,2,333,333,3,0,0,72,0,0,0,0, Video OK
003, 2008-11-27 22:58:00, 4,78,0,201,201,4,0,0,78,0,0,0,0, Video OK
004, 2008-11-27 22:58:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
001, 2008-11-27 22:59:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
002, 2008-11-27 22:59:00, 4,80,1,9,11,4,0,0,80,0,0,0,0, Video OK
003, 2008-11-27 22:59:00, 4,59,1,251,252,4,0,0,59,0,0,0,0, Video OK
004, 2008-11-27 22:59:00, 1,85,0,600,600,1,0,0,85,0,0,0,0, Video OK
001, 2008-11-27 23:00:00, 1,68,0,600,600,1,0,0,68,0,0,0,0, Video OK
002, 2008-11-27 23:00:00, 4,69,2,75,77,4,0,0,69,0,0,0,0, Video OK
003, 2008-11-27 23:00:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
004, 2008-11-27 23:00:00, 2,62,0,400,400,2,0,0,62,0,0,0,0, Video OK
001, 2008-11-27 23:01:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
002, 2008-11-27 23:01:00, 4,70,2,84,86,4,0,0,70,0,0,0,0, Video OK
003, 2008-11-27 23:01:00, 3,73,0,242,243,3,0,0,73,0,0,0,0, Video OK
004, 2008-11-27 23:01:00, 1,85,0,600,600,1,0,0,85,0,0,0,0, Video OK
001, 2008-11-27 23:02:00, 2,85,0,400,400,2,0,0,85,0,0,0,0, Video OK
002, 2008-11-27 23:02:00, 2,80,0,400,400,2,0,0,80,0,0,0,0, Video OK
003, 2008-11-27 23:02:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
004, 2008-11-27 23:02:00, 2,80,0,400,400,2,0,0,80,0,0,0,0, Video OK
001, 2008-11-27 23:03:00, 1,85,0,600,600,1,0,0,85,0,0,0,0, Video OK
002, 2008-11-27 23:03:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
003, 2008-11-27 23:03:00, 2,74,1,400,400,2,0,0,74,0,0,0,0, Video OK
004, 2008-11-27 23:03:00, 5,79,1,160,161,5,0,0,79,0,0,0,0, Video OK
001, 2008-11-27 23:04:00, 2,76,0,400,400,2,0,0,76,0,0,0,0, Video OK
002, 2008-11-27 23:04:00, 3,76,0,333,333,3,0,0,76,0,0,0,0, Video OK
003, 2008-11-27 23:04:00, 1,85,0,600,600,1,0,0,85,0,0,0,0, Video OK
004, 2008-11-27 23:04:00, 3,78,1,74,76,2,1,0,74,85,0,0,0, Video OK
001, 2008-11-27 23:05:00, 1,85,0,600,600,1,0,0,85,0,0,0,0, Video OK
002, 2008-11-27 23:05:00, 3,85,2,218,218,2,1,0,85,85,0,0,0, Video OK
003, 2008-11-27 23:05:00, 2,85,0,400,400,2,0,0,85,0,0,0,0, Video OK
004, 2008-11-27 23:05:00, 3,80,0,70,72,3,0,0,80,0,0,0,0, Video OK
001, 2008-11-27 23:06:00, 2,72,2,400,400,2,0,0,72,0,0,0,0, Video OK
002, 2008-11-27 23:06:00, 2,74,1,400,400,2,0,0,74,0,0,0,0, Video OK
003, 2008-11-27 23:06:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
004, 2008-11-27 23:06:00, 2,80,0,400,400,2,0,0,80,0,0,0,0, Video OK
001, 2008-11-27 23:07:00, 1,76,1,600,600,1,0,0,76,0,0,0,0, Video OK
002, 2008-11-27 23:07:00, 4,73,2,225,226,4,0,0,73,0,0,0,0, Video OK
003, 2008-11-27 23:07:00, 2,70,1,400,400,2,0,0,70,0,0,0,0, Video OK
004, 2008-11-27 23:07:00, 1,68,0,600,600,1,0,0,68,0,0,0,0, Video OK
001, 2008-11-27 23:08:00, 3,76,3,48,50,3,0,0,76,0,0,0,0, Video OK
002, 2008-11-27 23:08:00, 4,73,1,176,177,4,0,0,73,0,0,0,0, Video OK
003, 2008-11-27 23:08:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
004, 2008-11-27 23:08:00, 3,77,1,96,97,3,0,0,77,0,0,0,0, Video OK
001, 2008-11-27 23:09:00, 2,59,0,125,128,2,0,0,59,0,0,0,0, Video OK
002, 2008-11-27 23:09:00, 2,70,0,400,400,2,0,0,70,0,0,0,0, Video OK
003, 2008-11-27 23:09:00, 1,39,2,600,600,1,0,0,39,0,0,0,0, Video OK
004, 2008-11-27 23:09:00, 2,85,1,400,400,2,0,0,85,0,0,0,0, Video OK
001, 2008-11-27 23:10:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
002, 2008-11-27 23:10:00, 2,80,1,400,400,1,1,0,76,85,0,0,0, Video OK
003, 2008-11-27 23:10:00, 1,72,1,600,600,1,0,0,72,0,0,0,0, Video OK
004, 2008-11-27 23:10:00, 3,77,0,225,227,2,1,0,74,85,0,0,0, Video OK
001, 2008-11-27 23:11:00, 1,76,0,600,600,1,0,0,76,0,0,0,0, Video OK
002, 2008-11-27 23:11:00, 3,68,2,96,98,3,0,0,68,0,0,0,0, Video OK
003, 2008-11-27 23:11:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
004, 2008-11-27 23:11:00, 2,85,1,9,11,2,0,0,85,0,0,0,0, Video OK
001, 2008-11-27 23:12:00, 0,0,0,600,600,0,0,0,0,0,0,0,0, Video OK
002, 2008-11-27 23:12:00, 5,71,1,167,169,5,0,0,71,0,0,0,0, Video OK
Bin Stop
